Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
priortumortype,target_tumor_presentationdiagnosis,,radio,Prior Tumor Directed Therapy Target Tumor Type,"1, Low Grade Glioma (including Optic Pathway Glioma) | 2, Plexiform Neurofibroma (including Atypical Neurofibroma, ANNUBP) | 3, Malignant Peripheral Nerve Sheath Tumor | 4, Other",,,,,,[priorothertreatment] = '1',,,,,,
priorrxregimens,target_tumor_presentationdiagnosis,,checkbox,Prior Low Grade Glioma Treatment Regimens (Select All That Apply),"1, Carboplatinum | 2, Vincristine | 3, 6-thioguanine | 4, Procarbazine | 5, Lomustine | 6, Vinblastine | 7, Vinorelbine | 8, MEK inhibitor | 9, Bevacizumab (for tumor-directed therapy purposes) | 10, Irinotecan | 11, MTOR inhibitor | 12, Temozolomide | 13, Etoposide | 14, poly-ICLC | 15, BRAF inhibitor | 16, Surgery | 17, Radiation | 18, Other",,,,,,[priortumortype] = '1',,,,,,
pnpriorrx,target_tumor_presentationdiagnosis,,checkbox,Prior Plexiform Neurofibroma Treatment Regimens (Select All That Apply),"1, MEK Inhibitor | 2, Cabozantinib | 3, Methotrexate/Vinblastine | 4, Pegylated interferon | 5, Sirolimus | 6, Other",,,,,,[priortumortype] = '2',,,,,,
mpnstrx,target_tumor_presentationdiagnosis,,checkbox,Prior MPNST Treatment Regimen (Select All That Apply),"1, Surgery | 2, Radiation | 3, Chemotherapy (Including Immunotherapy and Targeted Agents) | 4, Other",,,,,,[priortumortype] = '3',,,,,,
yearpriorotherrx,target_tumor_presentationdiagnosis,,text,Calendar year at end of most recent prior treatment regimen,,,number,2005,2023,y,[priorothertreatment] = '1',,,,,,
yearpriorotherrx_2,target_tumor_presentationdiagnosis,,radio,Month at end of most recent prior treatment regimen,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,y,[priorothertreatment] = '1',,,,,,
priorradiation,target_tumor_presentationdiagnosis,,yesno,"History of cranial radiation (ie, completed prior to pathologic diagnosis of target high grade glioma)? ",,,,,,,,,,,,,
radiationfield,target_tumor_presentationdiagnosis,,radio,Prior radiation field,"1, Focal | 2, Whole Brain | 3, Craniospinal",,,,,,[priorradiation] = '1',,,,,,
priorradiationdose,target_tumor_presentationdiagnosis,,text,Prior radiation dose,,ex: 5400 photons,,,,,[priorradiation] = '1',,,,,,
radiationyearend,target_tumor_presentationdiagnosis,,text,Calendar year at end of prior radiation therapy,,,number,1950,2023,,[priorradiation] = '1',,,,,,
radiationmonthend,target_tumor_presentationdiagnosis,,radio,Month at end of prior radiation therapy,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,,[priorradiation] = '1',,,,,,
diagnosis_dateyear,target_tumor_initial_biopsysurgery,,text,Calendar year of initial surgery/biopsy that yielded a pathologic diagnosis for target tumor,,ex: 2022,number,2005,2022,y,,,,,,,
diagnosis_datemonth,target_tumor_initial_biopsysurgery,,radio,Month of initial surgery/biopsy that yielded a pathologic diagnosis for target tumor,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,y,,,,,,,
resectionatdx,target_tumor_initial_biopsysurgery,,radio,Extent of resection ,"1, Gross Total Resection (no residual tumor) | 2, Near Total Resection (>90% resection) | 3, Sub Total Resection (10-90% resection) | 4, Biopsy (<10% resection)",,,,,,,,,,,,
hist_dx,target_tumor_pathology,,radio,Initial Histologic Diagnosis,"1, High grade glioma NOS | 2, High grade astrocytoma with piloid features | 3, Anaplastic astrocytoma | 4, Glioblastoma multiforme | 5, Diffuse midline glioma | 6, Diffuse astrocytoma | 7, Giant cell glioblastoma | 8, Gliosarcoma | 9, Epithelioid glioblastoma | 10, Oligodendroglioma | 11, Anaplastic oligodendroglioma | 12, Pilocytic astrocytoma | 13, Pilomyxoid astrocytoma | 14, Pleomorphic xanthoastrocytoma | 15, Anaplastic pleomorphic xanthoastrocytoma | 0, Other",,,,,,,,,,,,
other_dx,target_tumor_pathology,,text,Other,,specify ,,,,,[hist_dx] = '0',,,,,,
pathologyreport,target_tumor_pathology,,file,Pathology Report (Upload Redacted),,,,,,,[hist_dx] = '1' or [hist_dx] = '2' or [hist_dx] = '3' or [hist_dx] = '4' or [hist_dx] = '5' or [hist_dx] = '6' or [hist_dx] = '7' or [hist_dx] = '8' or [hist_dx] = '9' or [hist_dx] = '10' or [hist_dx] = '11' or [hist_dx] = '12' or [hist_dx] = '13' or [hist_dx] = '14' or [hist_dx] = '0',,,,,,
grade,target_tumor_pathology,,radio,WHO Grade,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, HGG NOS | 6, LGG NOS",0= not specified,,,,,,,,,,,
ki67,target_tumor_pathology,,radio,Ki67,"1, <3.5.% | 2, 3.6-10% | 3, 10.1-20% | 4, >20% | 5, Unknown",,,,,,,,,,,,
atrx,target_tumor_pathology,,radio,ATRX by Immunohistochemistry,"1, Lost | 2, Retained | 3, Not tested | 4, Unknown",,,,,,,,,,,,
tp53,target_tumor_pathology,,radio,TP53 by Immunohistochemistry,"1, Strong expression | 2, Absent expression | 3, Low/variable expression | 4, Not Tested/Unknown",,,,,,,,,,,,
ngs,target_tumor_pathology,,radio,Next Generation Sequencing Performed on Target Tumor Specimen,"1, Yes | 2, No",,,,,,,,,,,,
mutations,target_tumor_pathology,,file,Next generation sequencing report (upload redacted),,,,,,,[ngs] = '1',,,,,,
dnamethylation,target_tumor_pathology,,yesno,Was DNA methylation performed on the tumor specimen? ,,,,,,,,,,,,,
methylationreport,target_tumor_pathology,,file,Upload methylation report if distinct from NGS file,,,,,,,[dnamethylation] = '1',,,,,,
repeatpathology,target_tumor_pathology,,yesno,Was the target tumor re-biopsied or re-resected at any time? ,,,,,,,,,,,,,
repeatpathologyyear,target_tumor_pathology,,text,Calendar Year of Repeat Biopsy/Resection of Target High Grade Glioma,,ex: 2021,number,2005,2022,,[repeatpathology] = '1',,,,,,
repeatpathologymonth,target_tumor_pathology,,radio,Month of Repeat Biopsy/Resection of Target High Grade Glioma,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,,[repeatpathology] = '1',,,,,,
hist_dx_2,target_tumor_pathology,,radio,Second Histologic Diagnosis,"1, High grade glioma NOS | 2, High grade astrocytoma with piloid features | 3, Anaplastic astrocytoma | 4, Glioblastoma multiforme | 5, Diffuse midline glioma | 6, Diffuse astrocytoma | 7, Giant cell glioblastoma | 8, Gliosarcoma | 9, Epithelioid glioblastoma | 10, Oligodendroglioma | 11, Anaplastic oligodendroglioma | 12, Pilocytic astrocytoma | 13, Pilomyxoid astrocytoma | 14, Pleomorphic xanthoastrocytoma | 15, Anaplastic PXA | 0, Other",,,,,,[repeatpathology] = '1',,,,,,
pathologyreport_2,target_tumor_pathology,,file,Pathology Report (Upload Redacted),,,,,,,[repeatpathology] = '1',,,,,,
ki67_2,target_tumor_pathology,,radio,Ki67,"1, < 3.5.% | 2, 3.6-10% | 3, 10.1-20% | 4, >20% | 5, Unknown",,,,,,[repeatpathology] = '1',,,,,,
atrx_2,target_tumor_pathology,,radio,ATRX by Immunohistochemistry,"1, Lost | 2, Retained | 3, Not tested | 4, Unknown",,,,,,[repeatpathology] = '1',,,,,,
tp53_2,target_tumor_pathology,,radio,TP53 by Immunohistochemistry,"1, Strong expression | 2, Absent Expression | 3, Low/Variable Expression | 4, Not Done/Unknown",,,,,,[repeatpathology] = '1',,,,,,
repeatngs,target_tumor_pathology,,yesno,Next generation sequencing performed on repeat biopsy/resection specimen? ,,,,,,,[repeatpathology] = '1',,,,,,
mutations_2,target_tumor_pathology,,file,NGS Report (Upload Redacted),,,,,,,[repeatngs] = '1',,,,,,
firsttreatment,target_tumor_treatment,,radio,Initial Treatment after Biopsy/Resection,"1, Chemotherapy alone (includes immunotherapy, targeted agents) | 2, Radiation alone | 3, Radiation with Concurrent Chemotherapy Administration | 4, Other | 5, None",,,,,,,,,,,,
first_tx_startyear,target_tumor_treatment,,text,Calendar year at initial treatment start,,,number,2005,2023,y,[firsttreatment] = '1' or [firsttreatment] = '2' or [firsttreatment] = '3' or [firsttreatment] = '4',,,,,,
first_tx_startmonth,target_tumor_treatment,,radio,Month at initial treatment start ,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,,[firsttreatment] = '1' or [firsttreatment] = '2' or [firsttreatment] = '3' or [firsttreatment] = '4',,,,,,
first_tx_stopyear,target_tumor_treatment,,text,Calendar year at initial treatment stop,,,number,2005,2023,,[firsttreatment] = '1' or [firsttreatment] = '2' or [firsttreatment] = '3' or [firsttreatment] = '4',,,,,,
first_tx_stopmonth,target_tumor_treatment,,radio,Month at initial treatment stop,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,,[firsttreatment] = '1' or [firsttreatment] = '2' or [firsttreatment] = '3' or [firsttreatment] = '4',,,,,,
first_tx,target_tumor_treatment,,checkbox,Initial chemotherapy regimen after biopsy/resection (Select all that apply),"1, Carboplatinum | 2, Vincristine | 3, 6-thioguanine | 4, Procarbazine | 5, Lomustine | 6, Vinblastine | 7, Vinorelbine | 8, MEK inhibitor | 9, Bevacizumab (for tumor-directed therapy purposes) | 10, Irinotecan | 11, MTOR inhibitor | 12, Temozolomide | 13, Etoposide | 14, poly-ICLC | 15, BRAF inhibitor | 16, Others",,,,,,[firsttreatment] = '1',,,,,,
mekifirstrx,target_tumor_treatment,,text,"For MEK inhibitor, please list drug name (example: selumetinib)",,,,,,,[first_tx(8)] = '1',,,,,,
mtorifirstrx,target_tumor_treatment,,text,"For MTOR inhibitor, please list drug name (example: everolimus)",,,,,,,[first_tx(11)] = '1',,,,,,
othersfirstrx,target_tumor_treatment,,text,"For Others, please describe/name agents used",,,,,,,[first_tx(16)] = '1',,,,,,
first_txrt,target_tumor_treatment,,radio,Radiation Field,"1, Focal | 2, Whole Brain | 3, Craniospinal | 4, Other",,,,,,[firsttreatment] = '2' or [firsttreatment] = '3',,,,,,
radiationdose,target_tumor_treatment,,text,Radiation Dose (example: 5400 cGy),,,,,,,[firsttreatment] = '2' or [firsttreatment] = '3',,,,,,
concurrentchemo,target_tumor_treatment,,checkbox,Concurrent Chemotherapeutic Agent to Radiation (Select All That Apply),"1, Carboplatinum | 2, Vincristine | 3, 6-thioguanine | 4, Procarbazine | 5, Lomustine | 6, Vinblastine | 7, Vinorelbine | 8, MEK inhibitor | 9, Bevacizumab | 10, Irinotecan | 11, MTOR inhibitor | 12, Temozolomide | 13, Etoposide | 14, poly-ICLC | 15, BRAF inhibitor | 16, Others",,,,,,[firsttreatment] = '3',,,,,,
combomekifirstrx,target_tumor_treatment,,text,"For MEK inhibitor, please list drug name (example: selumetinib)",,,,,,,[concurrentchemo(8)] = '1',,,,,,
combomtorifirstrx,target_tumor_treatment,,text,"For MTOR inhibitor, please list drug name (example: everolimus)",,,,,,,[concurrentchemo(11)] = '1',,,,,,
comboothersfirstrx,target_tumor_treatment,,text,"For Others, please list/name agents",,,,,,,[concurrentchemo(16)] = '1',,,,,,
additionalrx,target_tumor_treatment,,yesno,Did the subject receive additional treatment regimens after their first treatment regimen? ,,,,,,,[firsttreatment] = '1' or [firsttreatment] = '2' or [firsttreatment] = '3' or [firsttreatment] = '4',,,,,,
progressionorrelapse,target_tumor_treatment,,yesno,Did subject progress or recur with/after initial treatment approach? ,,,,,,,[firsttreatment] = '1' or [firsttreatment] = '2' or [firsttreatment] = '3' or [firsttreatment] = '4',,,,,,
firstprogression_year,target_tumor_treatment,,text,Calendar year at first progression or recurrence (radiologic or clinical),,,number,2005,2023,,[progressionorrelapse] = '1' or [firsttreatment] = '5',,,,,,
firstprogression_month,target_tumor_treatment,,radio,Month at first progression or recurrence,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,,[progressionorrelapse] = '1' or [firsttreatment] = '5',,,,,,
rxwithprogression1,target_tumor_treatment,,yesno,Did subject receive additional treatment regimens with their first progression/recurrence? ,,,,,,,[progressionorrelapse] = '1',,,,,,
secondrxregimen,target_tumor_treatment,,radio,Second treatment regimen/approach for target tumor,"1, Chemotherapy Alone (includes immunotherapy and targeted agents) | 2, Radiation Alone | 3, Radiation with Concurrent Chemotherapy Administration | 4, Surgery | 5, Other/None",,,,,,[rxwithprogression1] = '1' or [additionalrx] = '1',,,,,,
second_tx_startyear,target_tumor_treatment,,text,Calendar year at second treatment start,,,number,2005,2023,y,[secondrxregimen] = '1' or [secondrxregimen] = '2' or [secondrxregimen] = '3' or [secondrxregimen] = '4',,,,,,
second_tx_startmonth,target_tumor_treatment,,radio,Month at second treatment start,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,,[secondrxregimen] = '1' or [secondrxregimen] = '2' or [secondrxregimen] = '3' or [secondrxregimen] = '4',,,,,,
second_tx_stopyear,target_tumor_treatment,,text,Calendar Year at Second Treatment Stop,,,number,2005,2023,y,[secondrxregimen] = '1' or [secondrxregimen] = '2' or [secondrxregimen] = '3' or [secondrxregimen] = '4',,,,,,
second_tx_stopmonth,target_tumor_treatment,,radio,Month at Second Treatment Stop,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,,[secondrxregimen] = '1' or [secondrxregimen] = '2' or [secondrxregimen] = '3' or [secondrxregimen] = '4',,,,,,
second_tx_chemo,target_tumor_treatment,,checkbox,Chemotherapy regimen with second treatment regimen/approach (Select all that apply),"1, Carboplatinum | 2, Vincristine | 3, 6-thioguanine | 4, Procarbazine | 5, Lomustine | 6, Vinblastine | 7, Vinorelbine | 8, MEK inhibitor | 9, Bevacizumab (for tumor-directed therapy purposes) | 10, Irinotecan | 11, MTOR inhibitor | 12, Temozolomide | 13, Etoposide | 14, poly-ICLC | 15, BRAF inhibitor | 16, Others",,,,,,[secondrxregimen] = '1',,,,,,
others2,target_tumor_treatment,,text,"For Others, please list/name agent",,,,,,,[second_tx_chemo(16)] = '1',,,,,,
radiationfield2,target_tumor_treatment,,checkbox,Radiation Field,"1, Focal | 2, Whole Brain | 3, Craniospinal | 4, Other",,,,,,[secondrxregimen] = '2' or [secondrxregimen] = '3',,,,,,
radiationdose2,target_tumor_treatment,,text,Radiation Dose (example: 5400 cGy),,,,,,,[secondrxregimen] = '2' or [secondrxregimen] = '3',,,,,,
second_tx_rtchemo,target_tumor_treatment,,checkbox,Concurrent Chemotherapeutic Agent to Radiation Therapy (Second Treatment Regimen),"1, Carboplatinum | 2, Vincristine | 3, 6-thioguanine | 4, Procarbazine | 5, Lomustine | 6, Vinblastine | 7, Vinorelbine | 8, MEK inhibitor | 9, Bevacizumab | 10, Irinotecan | 11, MTOR inhibitor | 12, Temozolomide | 13, Etoposide | 14, poly-ICLC | 15, BRAF inhibitor | 16, Others",,,,,,[secondrxregimen] = '3',,,,,,
secondprogression,target_tumor_treatment,,yesno,Did Subject Progress or Recur with/after Second Treatment Regimen? ,,,,,,,[secondrxregimen] = '1' or [secondrxregimen] = '2' or [secondrxregimen] = '3' or [secondrxregimen] = '4',,,,,,
rxwithprogression2,target_tumor_treatment,,yesno,Did subject receive additional treatment regimens with their progression/recurrence? ,,,,,,,[secondprogression] = '1',,,,,,
additionalrx2,target_tumor_treatment,,yesno,Did subject receive additional treatment regimens? ,,,,,,,[secondprogression] = '0',,,,,,
third_rx_startyear,target_tumor_treatment,,text,Calendar year at third treatment start,,,number,2005,2023,y,[rxwithprogression2] = '1' or [additionalrx2] = '1',,,,,,
third_rx_startmonth,target_tumor_treatment,,radio,Month at Third Treatment Start,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,,[rxwithprogression2] = '1' or [additionalrx2] = '1',,,,,,
third_rx_stopyear,target_tumor_treatment,,text,Calendar year at third treatment stop,,,number,2005,2023,y,[rxwithprogression2] = '1' or [additionalrx2] = '1',,,,,,
third_rx_stopmonth,target_tumor_treatment,,radio,Month at third treatment stop,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,,[rxwithprogression2] = '1' or [additionalrx2] = '1',,,,,,
thirdrxregimen,target_tumor_treatment,,radio,Third treatment regimen/approach for target tumor,"1, Chemotherapy Alone (includes immunotherapy and targeted agents) | 2, Radiation Alone | 3, Radiation with Concurrent Chemotherapy Administration | 4, Surgery | 5, Other",,,,,,[rxwithprogression2] = '1' or [additionalrx2] = '1',,,,,,
third_tx_chemo,target_tumor_treatment,,checkbox,Chemotherapy regimen with third treatment regimen/approach (Select all that apply),"1, Carboplatinum | 2, Vincristine | 3, 6-thioguanine | 4, Procarbazine | 5, Lomustine | 6, Vinblastine | 7, Vinorelbine | 8, MEK inhibitor | 9, Bevacizumab (for tumor-directed therapy purposes) | 10, Irinotecan | 11, MTOR inhibitor | 12, Temozolomide | 13, Etoposide | 14, poly-ICLC | 15, BRAF inhibitor | 16, Others",,,,,,[thirdrxregimen] = '1',,,,,,
others3,target_tumor_treatment,,text,"For Others, please name/list agent",,,,,,,[third_tx_chemo(16)] = '1',,,,,,
radiationfield3,target_tumor_treatment,,checkbox,Radiation Field,"1, Focal | 2, Whole Brain | 3, Craniospinal | 4, Other",,,,,,[thirdrxregimen] = '2' or [thirdrxregimen] = '3',,,,,,
rtdose3,target_tumor_treatment,,text,Radiation Dose (example: 5400 cGy),,,,,,,[thirdrxregimen] = '2' or [thirdrxregimen] = '3',,,,,,
third_tx_rtchemo,target_tumor_treatment,,checkbox,Concurrent Chemotherapeutic Agent to Radiation Therapy (Third Treatment Regimen; Select All That Apply),"1, Carboplatinum | 2, Vincristine | 3, 6-thioguanine | 4, Procarbazine | 5, Lomustine | 6, Vinblastine | 7, Vinorelbine | 8, MEK inhibitor | 9, Bevacizumab | 10, Irinotecan | 11, MTOR inhibitor | 12, Temozolomide | 13, Etoposide | 14, poly-ICLC | 15, BRAF inhibitor | 16, Others",,,,,,[thirdrxregimen] = '3',,,,,,
thirdprogression,target_tumor_treatment,,yesno,Did patient progress or recur with/after their third treatment regimen? ,,,,,,,[rxwithprogression2] = '1' or [additionalrx2] = '1',,,,,,
rxwithprogression3,target_tumor_treatment,,yesno,Did subject receive additional treatment regimens with their progression/recurrence? ,,,,,,,[thirdprogression] = '1',,,,,,
fourth_rx_startyear,target_tumor_treatment,,text,Calendar year at fourth treatment start,,,number,2005,2023,y,[rxwithprogression3] = '1',,,,,,
fourth_rx_startmonth,target_tumor_treatment,,radio,Month at fourth treatment start,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,y,[rxwithprogression3] = '1',,,,,,
fourth_rx_stopyear,target_tumor_treatment,,text,Calendar year at fourth treatment stop,,,number,2005,2023,y,[rxwithprogression3] = '1',,,,,,
fourth_rx_stopmonth,target_tumor_treatment,,radio,Month at fourth treatment stop,"1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December",,,,,y,[rxwithprogression3] = '1',,,,,,
fourthrxregimen,target_tumor_treatment,,radio,Fourth treatment regimen/approach for target tumor,"1, Chemotherapy Alone (includes immunotherapy and targeted agents) | 2, Radiation Alone | 3, Radiation with Concurrent Chemotherapy Administration | 4, Surgery | 5, Other",,,,,,[rxwithprogression3] = '1',,,,,,
fourth_tx_chemo,target_tumor_treatment,,checkbox,Chemotherapy regimen with fourth treatment regimen/approach (Select all that apply),"1, Carboplatinum | 2, Vincristine | 3, 6-thioguanine | 4, Procarbazine | 5, Lomustine | 6, Vinblastine | 7, Vinorelbine | 8, MEK inhibitor | 9, Bevacizumab (for tumor-directed therapy purposes) | 10, Irinotecan | 11, MTOR inhibitor | 12, Temozolomide | 13, Etoposide | 14, poly-ICLC | 15, BRAF inhibitor | 16, Others",,,,,,[fourthrxregimen] = '1',,,,,,
others4,target_tumor_treatment,,text,"For Others, please list/name agent(s)",,,,,,,[fourth_tx_chemo(16)] = '1',,,,,,
radiationfield4,target_tumor_treatment,,checkbox,Radiation Field,"1, Focal | 2, Whole Brain | 3, Craniospinal | 4, Other",,,,,,[fourthrxregimen] = '2' or [fourthrxregimen] = '3',,,,,,
rtdose4,target_tumor_treatment,,text,Radiation Dose (example: 5400 cGy,,,,,,,[fourthrxregimen] = '2' or [fourthrxregimen] = '3',,,,,,
