Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
emb_cbc_diff,laboratory_assessments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 250px;"" border=""1""> <tbody> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">Lab</td> <td style=""width: 49.9275%; height: 25px;"">Result</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">WBC <div style=""font-size: 7pt;"">(10^9/L)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{wbc:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">RBC <div style=""font-size: 7pt;"">(10^12/L)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{rbc:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">Hemoglobin <div style=""font-size: 7pt;"">(g/dL)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{hemoglobin:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">Hematocrit <div style=""font-size: 7pt;"">(%)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{hematocrit:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">MCV <div style=""font-size: 7pt;"">(fl)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{mean_corp_vol:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">MCH <div style=""font-size: 7pt;"">(pg)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{mean_corp_hgb:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">MCHC <div style=""font-size: 7pt;"">(%)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{mean_corp_hgb_conc:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">MPV <div style=""font-size: 7pt;"">(fl)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{mean_platelet_vol:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">RDW-CV <div style=""font-size: 7pt;"">(%)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{rbc_distrib_width:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 50.0726%; height: 25px;"">Platelets <div style=""font-size: 7pt;"">(10^9/L)</div> </td> <td style=""width: 49.9274%; height: 25px;"">{platelets:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 50.0726%; height: 25px;"">Neutrophil Count <div style=""font-size: 7pt;"">(10^9/L)</div> </td> <td style=""width: 49.9274%; height: 25px;"">{neutrophil_count:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 50.0726%; height: 25px;"">Neutrophil <div style=""font-size: 7pt;"">(%)</div> </td> <td style=""width: 49.9274%; height: 25px;"">{neutrophil_perc:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 50.0726%; height: 25px;"">Lymphocyte Count <div style=""font-size: 7pt;"">(10^9/L)</div> </td> <td style=""width: 49.9274%; height: 25px;"">{lymphocyte_count:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 50.0726%; height: 25px;"">Lymphocyte % <div style=""font-size: 7pt;"">(%)</div> </td> <td style=""width: 49.9274%; height: 25px;"">{lymphocyte_perc:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 50.0726%; height: 25px;"">Monocyte Count <div style=""font-size: 7pt;"">(10^9/L)</div> </td> <td style=""width: 49.9274%; height: 25px;"">{monocyte_count:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 50.0726%; height: 25px;"">Monocyte % <div style=""font-size: 7pt;"">(%)</div> </td> <td style=""width: 49.9274%; height: 25px;"">{monocyte_perc:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">Eosinophil Count <div style=""font-size: 7pt;"">(10^9/L)</div> </td> <td style=""width: 49.9275%;"">{eosinophil_count:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">Eosinophil % <div style=""font-size: 7pt;"">(%)</div> </td> <td style=""width: 49.9275%;"">{eosinophil_perc:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">Basophil Count <div style=""font-size: 7pt;"">(10^9/L)</div> </td> <td style=""width: 49.9275%;"">{basophil_count:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">Basophil % <div style=""font-size: 7pt;"">(%)</div> </td> <td style=""width: 49.9275%;"">{basophil_perc:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">Immature Granulocyte Count <div style=""font-size: 7pt;"">(10^9/L)</div> </td> <td style=""width: 49.9275%;"">{immature_gran_count:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">Immature Granulocyte % <div style=""font-size: 7pt;"">(%)</div> </td> <td style=""width: 49.9275%;"">{immature_gran_perc:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">NRBC <div style=""font-size: 7pt;"">(10^9/L)</div> </td> <td style=""width: 49.9275%;"">{rbc_nucleated:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">Immature Platelet Fraction <div style=""font-size: 7pt;"">(%)</div> </td> <td style=""width: 49.9275%;"">{immature_platelet_frctn:icons}</td> </tr> </tbody> </table></div>",,,,,,,[event-name] != 'longterm_followup_arm_1',,,,,,
rbc,laboratory_assessments,,text,RBC,,10^12/L,number,0,,,,,,,,,
wbc,laboratory_assessments,,text,WBC,,10^9/L,number,0,,,,,,,,,
hemoglobin,laboratory_assessments,,text,Hemoglobin,,g/dL,number,0,,,,,,,,,
hematocrit,laboratory_assessments,,text,Hematocrit,,%,number,0,100,,,,,,,,
mean_corp_vol,laboratory_assessments,,text,MCV,,fl,number,0,,,,,,,,,
mean_corp_hgb,laboratory_assessments,,text,MCH,,pg,number,0,,,,,,,,,
mean_corp_hgb_conc,laboratory_assessments,,text,MCHC,,%,number,0,100,,,,,,,,
mean_platelet_vol,laboratory_assessments,,text,MPV,,fl,number,0,,,,,,,,,
rbc_distrib_width,laboratory_assessments,,text,RDW-CV,,%,number,0,100,,,,,,,,
platelets,laboratory_assessments,,text,Platelets,,10^9/L,number,0,,,,,,,,,
neutrophil_count,laboratory_assessments,,text,Neutrophil Count,,10^9/L,number,0,,,,,,,,,
neutrophil_perc,laboratory_assessments,,text,Neutrophil %,,%,number,0,100,,,,,,,,
lymphocyte_count,laboratory_assessments,,text,Lymphocyte Count,,10^9/L,number,0,,,,,,,,,
lymphocyte_perc,laboratory_assessments,,text,Lymphocyte %,,%,number,0,100,,,,,,,,
monocyte_count,laboratory_assessments,,text,Monocyte Count,,10^9/L,number,0,,,,,,,,,
monocyte_perc,laboratory_assessments,,text,Monocyte %,,%,number,0,100,,,,,,,,
eosinophil_count,laboratory_assessments,,text,Eosinophil Count,,10^9/L,number,0,,,,,,,,,
eosinophil_perc,laboratory_assessments,,text,Eosinophil %,,%,number,0,100,,,,,,,,
basophil_count,laboratory_assessments,,text,Basophil Count,,10^9/L,number,0,,,,,,,,,
basophil_perc,laboratory_assessments,,text,Basophil %,,%,number,0,100,,,,,,,,
immature_gran_count,laboratory_assessments,,text,Immature Granulocyte Count,,10^9/L,number,0,,,,,,,,,
immature_gran_perc,laboratory_assessments,,text,Immature Granulocyte %,,%,number,0,100,,,,,,,,
rbc_nucleated,laboratory_assessments,,text,NRBC,,10^9/L,number,0,,,,,,,,,
immature_platelet_frctn,laboratory_assessments,,text,Immature Platelet Fraction,,%,number,0,100,,,,,,,,
cmp_dt,laboratory_assessments,"<div class=""rich-text-field-label""><h5 style=""text-align: center;"">Complete Metabolic Panel (CMP)</h5></div>",text,Complete Metabolic Panel Date,,,date_mdy,1/1/2000,today,y,[event-name] != 'longterm_followup_arm_1',,,,,,
emb_cmp,laboratory_assessments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 49.9275%;"">Lab</td> <td style=""width: 49.9275%;"">Result</td> </tr> <tr> <td style=""width: 49.9275%;"">Sodium <div style=""font-size: 7pt;"">(mmol/L)</div> </td> <td style=""width: 49.9275%;"">{sodium:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">Potassium <div style=""font-size: 7pt;"">(mmol/L)</div> </td> <td style=""width: 49.9275%;"">{potassium:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">Chloride <div style=""font-size: 7pt;"">(mmol/L)</div> </td> <td style=""width: 49.9275%;"">{chloride:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">Carbon Dioxide (CO2) <div style=""font-size: 7pt;"">(mmol/L)</div> </td> <td style=""width: 49.9275%;"">{co2:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">BUN <div style=""font-size: 7pt;"">(mg/dL)</div> </td> <td style=""width: 49.9275%;"">{bun:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">Creatinine <div style=""font-size: 7pt;"">(mg/dL)</div> </td> <td style=""width: 49.9275%;"">{creat:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">Calcium <div style=""font-size: 7pt;"">(mg/dL)</div> </td> <td style=""width: 49.9275%;"">{calcium:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">Glucose <div style=""font-size: 7pt;"">(mg/dL)</div> </td> <td style=""width: 49.9275%;"">{glucose:icons}</td> </tr> <tr> <td style=""width: 49.9275%;"">Protein <div style=""font-size: 7pt;"">(g/dL)</div> </td> <td style=""width: 49.9275%;"">{protein:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">Albumin <div style=""font-size: 7pt;"">(g/dL)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{albumin:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">Bilirubin <div style=""font-size: 7pt;"">(mg/dL)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{bili:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">ALP <div style=""font-size: 7pt;"">(U/L)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{alp_level:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">AST <div style=""font-size: 7pt;"">(U/L)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{ast_level:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">ALT <div style=""font-size: 7pt;"">(U/L)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{alt_level:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">Anion Gap <div style=""font-size: 7pt;"">(mmol/L)</div> </td> <td style=""width: 49.9275%; height: 25px;"">{anion_gap:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 49.9275%; height: 25px;"">BUN/CREA Ratio</td> <td style=""width: 49.9275%; height: 25px;"">{bun_creat_ratio:icons}</td> </tr> </tbody> </table></div>",,,,,,,[event-name] != 'longterm_followup_arm_1',,,,,,
sodium,laboratory_assessments,,text,Sodium,,mmol/L,number,0,,,,,,,,,
potassium,laboratory_assessments,,text,Potassium,,mmol/L,number,0,,,,,,,,,
chloride,laboratory_assessments,,text,Chloride,,mmol/L,number,0,,,,,,,,,
co2,laboratory_assessments,,text,Carbon Dioxide (CO2),,mmol/L,number,0,,,,,,,,,
bun,laboratory_assessments,,text,BUN,,mg/dL,number,0,,,,,,,,,
creat,laboratory_assessments,,text,Creatinine,,mg/dL,number,0,,,,,,,,,
calcium,laboratory_assessments,,text,Calcium,,mg/dL,number,0,,,,,,,,,
glucose,laboratory_assessments,,text,Glucose,,mg/dL,number,0,,,,,,,,,
protein,laboratory_assessments,,text,Protein,,g/dL,number,0,,,,,,,,,
albumin,laboratory_assessments,,text,Albumin,,g/dL,number,0,,,,,,,,,
bili,laboratory_assessments,,text,Bilirubin,,mg/dL,number,0,,,,,,,,,
alp_level,laboratory_assessments,,text,ALP,,U/L,number,0,,,,,,,,,
ast_level,laboratory_assessments,,text,AST,,U/L,number,0,,,,,,,,,
alt_level,laboratory_assessments,,text,ALT,,U/L,number,0,,,,,,,,,
anion_gap,laboratory_assessments,,text,Anion Gap,,mmol/L,number,0,,,,,,,,,
bun_creat_ratio,laboratory_assessments,,text,BUN/CREA Ratio,,,number,0,,,,,,,,,
ca19_9_dt,laboratory_assessments,"<div class=""rich-text-field-label""><h5 style=""text-align: center;"">CA19.9</h5></div>",text,CA19.9 Date,,,date_mdy,1/1/2000,today,y,[event-name] != 'day_1_arm_1' and [event-name] != 'day_4_arm_1' and [event-name] != 'day_14_arm_1',,,,,,
ca19_9,laboratory_assessments,,text,CA19.9,,U/mL,number,0,,,[event-name] != 'day_1_arm_1' and [event-name] != 'day_4_arm_1' and [event-name] != 'day_14_arm_1',,,,,,
pregnancy_status,laboratory_assessments, ,radio,Pregnancy Status,"1, Positive | 0, Negative",,,,,,[initial_assessment_arm_1][sex] = '0' and ([event-name] = 'initial_assessment_arm_1' or [event-name] = 'day_1_arm_1'),,RH,,,,
lab_significant_yn,laboratory_assessments,,yesno,Labs Clinically Significant,,,,,,,,,RH,,,,
lab_significance_detail,laboratory_assessments,,notes,Please Explain,,,,,,y,[lab_significant_yn] = '1',,LV,,,,
radiology_dt,radiology_assessments,,text,Imaging Date,,,date_mdy,1/1/2000,1/1/1950,y,,,,,,,
rad_results_no_evidence,radiology_assessments,Radiology Results,radio,No evidence of disease,"1, Yes | 0, No",,,,,,,,,,rad_results_matrix,,
rad_results_liv_recur,radiology_assessments,,radio,Liver recurrence,"1, Yes | 0, No",,,,,,,,,,rad_results_matrix,,
rad_results_extrahep_recur,radiology_assessments,,radio,Extrahepatic recurrence,"1, Yes | 0, No",,,,,,,,,,rad_results_matrix,,
imaging_modality,radiology_assessments,,radio,Imaging Modality,"1, CT | 2, MRI | 888, Other",,,,,,,,,,,,
imaging_modality_other,radiology_assessments,,text,Please Specify Imaging Modality,,,,,,,[imaging_modality] = '888',,,,,,
imaging_loc_chest,radiology_assessments,Imaging Location,radio,Chest,"1, Yes | 0, No",,,,,,,,,,imaging_loc_matrix,,
imaging_loc_abdomen,radiology_assessments,,radio,Abdomen,"1, Yes | 0, No",,,,,,,,,,imaging_loc_matrix,,
imaging_loc_pelvis,radiology_assessments,,radio,Pelvis,"1, Yes | 0, No",,,,,,,,,,imaging_loc_matrix,,
radiology_detail,radiology_assessments,,notes,Please provide any further details on the results of the imaging.,,,,,,y,,,LV,,,,
diag_lap_yn,procedures,,yesno,Diagnostic Laparoscopy,,,,,,,[event-name] = 'day_1_arm_1',,RH,,,,
diag_lap_dt,procedures,,text,Diagnostic Laparoscopy Date,,,date_mdy,1/1/2000,1/1/1950,y,[diag_lap_yn] = '1' and [event-name] = 'day_1_arm_1',,RH,,,,
diag_lap_detail,procedures,,notes,Please provide any additional information on the procedure,,,,,,y,[diag_lap_yn] = '1' and [event-name] = 'day_1_arm_1',,LV,,,,
ir_ha_chem_yn,procedures,,yesno,IR HA Chemotherapy,,,,,,,[event-name] = 'day_2_arm_1',,RH,,,,
ir_ha_chem_dt,procedures,,text,IR HA Chemotherapy Date,,,date_mdy,1/1/2000,1/1/1950,y,[ir_ha_chem_yn] = '1' and [event-name] = 'day_2_arm_1',,RH,,,,
ir_ha_chem_detail,procedures,,notes,Please provide any additional information on the procedure,,,,,,y,[ir_ha_chem_yn] = '1' and [event-name] = 'day_2_arm_1',,LV,,,,
ir_ha_chem_no_detail,procedures,,notes,Please Explain,,,,,,y,[ir_ha_chem_yn] = '0' and [event-name] = 'day_2_arm_1',,LV,,,,
emb_tissue_col_2,procedures,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.141%; height: 95.9219px;"" border=""1""> <tbody> <tr style=""height: 37.8594px;""> <td style=""width: 50.0711%; height: 37.8594px;"">Drug Administered</td> <td style=""width: 50.0711%; height: 37.8594px; text-align: left;"">Administered</td> </tr> <tr style=""height: 20.1875px;""> <td style=""width: 50.0711%; height: 20.1875px;"">FUDR</td> <td style=""width: 50.0711%; height: 20.1875px;""> <p style=""text-align: left;"">{drug_admin_fudr_yn:icons}</p> </td> </tr> <tr style=""height: 37.875px;""> <td style=""width: 50.0711%; height: 37.875px;"">Oxaliplatin</td> <td style=""width: 50.0711%; text-align: center; height: 37.875px;""> <p style=""text-align: left;"">{drug_admin_ox_yn:icons}</p> </td> </tr> </tbody> </table></div>",,,,,,,[ir_ha_chem_yn] = '1' and [event-name] = 'day_2_arm_1',,,,,,
drug_admin_fudr_yn,procedures,,yesno,FUDR,,,,,,,,,RH,,,,
drug_admin_ox_yn,procedures,,yesno,Oxaliplatin,,,,,,,,,RH,,,,
study_drug_dt,procedures,,text,Drug Administered Date,,,date_mdy,1/1/2000,today,y,[ir_ha_chem_yn] = '1' and [event-name] = 'day_2_arm_1',,,,,,
prim_tumor_resec_yn,procedures,,yesno,Primary Tumor Resection,,,,,,,[event-name] = 'day_14_arm_1',,RH,,,,
prim_tumor_resec_dt,procedures,,text,Primary Tumor Resection Date,,,date_mdy,1/1/2000,1/1/1950,y,[prim_tumor_resec_yn] = '1' and [event-name] = 'day_14_arm_1',,RH,,,,
prim_tumor_resec_detail,procedures,,notes,Please provide any additional information on the procedure,,,,,,y,[prim_tumor_resec_yn] = '1' and [event-name] = 'day_14_arm_1',,LV,,,,
tissue_dt,procedures,Tissue Acquisition,text,Date of Collection,,,date_mdy,1/1/2000,1/1/1950,y,[event-name] != 'day_2_arm_1',,,,,,
emb_tissue_col,procedures,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 145.188px;"" border=""1""> <tbody> <tr style=""height: 25px;""> <td style=""width: 50%; height: 25px; text-align: left;"">Collection Type</td> <td style=""width: 50%; height: 25px; text-align: left;"">Administered</td> </tr> <tr style=""height: 45.1875px;""> <td style=""width: 50%; height: 45.1875px;"">Peripheral Blood</td> <td style=""width: 50%; height: 45.1875px;""> <p style=""text-align: left;"">{periph_blood_yn:icons}</p> </td> </tr> <tr style=""height: 25px;""> <td style=""width: 50%; height: 25px;"">Liver Biopsies</td> <td style=""width: 50%; height: 25px; text-align: left;"">{liver_biopsies_yn:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 50%; height: 25px;"">Primary Tumor</td> <td style=""width: 50%; height: 25px; text-align: left;"">{prim_tumor_yn:icons}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 50%; height: 25px;"">Regional Lymph Nodes</td> <td style=""width: 50%; height: 25px; text-align: left;"">{reg_lymph_nodes_yn:icons}</td> </tr> </tbody> </table></div>",,,,,,,[event-name] != 'day_2_arm_1',,,,,,
periph_blood_yn,procedures,,yesno,Peripheral Blood,,,,,,,,,RH,,,,
liver_biopsies_yn,procedures,,yesno,Liver Biopsies,,,,,,,[event-name] != 'shortterm_followup_arm_1' and [event-name] != 'longterm_followup_arm_1',,RH,,,,
prim_tumor_yn,procedures,,yesno,Primary Tumor,,,,,,,[event-name] != 'shortterm_followup_arm_1' and [event-name] != 'longterm_followup_arm_1' and [event-name] != 'day_1_arm_1',,RH,,,,
reg_lymph_nodes_yn,procedures,,yesno,Regional Lymph Nodes,,,,,,,[event-name] != 'shortterm_followup_arm_1' and [event-name] != 'longterm_followup_arm_1' and [event-name] != 'day_1_arm_1',,RH,,,,
adverse_event,adverse_event_assessment,,text,Adverse Event,BIOPORTAL:CTCAE,,,,,,,,,,,,
ae_status,adverse_event_assessment,,radio,Adverse Event Status,"1, Ongoing | 2, Resolved",,,,,,,,,,,,
ae_start_dt,adverse_event_assessment,,text,Adverse Event Onset Date,,,date_mdy,,,y,,,,,,,
ae_end_dt,adverse_event_assessment,,text,Adverse Event Resolution Date,,,date_mdy,,,y,[ae_status] = '2',,,,,,
init_ctcae_grade,adverse_event_assessment,,radio,Initial CTCAE Grade,"1, 1- Mild | 2, 2 - Moderate | 3, 3 - Severe | 4, 4 - Life-Threatening | 5, 5 - Fatal",,,,,,,,,,,,
ae_causality,adverse_event_assessment,,radio,Causality Rating,"1, Definite - The AE is clearly related to the study drug | 2, Probably - The AE is likely related to the study drug | 3, Possible - The AE may be related to the study drug | 4, Unlikely - The AE is doubtfully related to the study drug | 5, Unrelated - The AE is clearly NOT related to the study drug",,,,,,,,,,,,
ae_action,adverse_event_assessment,,radio,Action taken with Study Drug,"1, No Change | 2, Dose Held | 3, Drug Discontinued | 4, Drug Held, then Discontinued | 5, Study Drug Held, then Resumed",,,,,,,,,,,,
ae_outcome,adverse_event_assessment,,radio,Adverse Event Outcome,"1, Recovered/Resolved | 2, Resolved with Sequalae | 3, Worsening | 4, Improving | 888, Unknown",,,,,,,,,,,,
max_ctcae_grade,adverse_event_assessment,,radio,Maximum CTCAE Grade,"1, 1- Mild | 2, 2 - Moderate | 3, 3 - Severe | 4, 4 - Life-Threatening | 5, 5 - Fatal",,,,,,[ae_status] = '2',,,,,,
final_ctcae_grade,adverse_event_assessment,,radio,Final CTCAE Grade,"1, 1- Mild | 2, 2 - Moderate | 3, 3 - Severe | 4, 4 - Life-Threatening | 5, 5 - Fatal",,,,,,[ae_status] = '2',,,,,,
survival_dt,survival_status,,text,Date,,,date_mdy,1/1/2000,today,y,[event-name] = 'longterm_followup_arm_1',,,,,,
survival_status,survival_status,,radio,Survival Status,"1, Alive | 2, Deceased",,,,,,,,,,,,
death_dt,survival_status,,text,Mortality Date,,,date_mdy,1/1/2000,today,y,[survival_status] = '2',,,,,,
death_reason,survival_status,,text,Mortality Reason,,,,,,,[survival_status] = '2',,,,,,
